"INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ADM_RATE_ALL","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","MD_EARN_WNE_P10"
"Arizona State University - Cochise","Sierra Vista","AZ",NA,NA,0.86994418038413,NA,NA,NA,58967
"Arizona State University - Yavapai","Prescott Valley","AZ",NA,NA,0.86994418038413,NA,NA,NA,58967
"Arizona State University - Pima","Tucson","AZ",NA,NA,0.86994418038413,NA,NA,NA,58967
"Arizona State University - Washington D.C.","Washington","DC",NA,NA,0.86994418038413,NA,NA,NA,58967
"Arizona State University - Northeastern Arizona","Show Low","AZ",NA,NA,0.86994418038413,NA,NA,NA,58967
"Arizona State University - Mesa City Center","Mesa","AZ",NA,NA,0.86994418038413,NA,NA,NA,58967
"Arkansas College of Barbering and Hair Design","Little Rock","AR",NA,NA,NA,NA,NA,NA,20038
"Harding School of Theology","Memphis","TN",NA,NA,0.45119787045252,NA,NA,NA,50273
"Career Academy of Hair Design-Siloam Springs","Siloam Springs","AR",NA,NA,NA,NA,NA,NA,22761
"Career Academy of Hair Design-Rogers","Rogers","AR",NA,NA,NA,NA,NA,NA,22761
"Career Academy of Hair Design-Fayetteville","Fayetteville","AR",NA,NA,NA,NA,NA,NA,22761
"Career Academy of Hair Design - Fort Smith","Fort Smith","AR",NA,NA,NA,NA,NA,NA,22761
"University of Arkansas Community College at Hope - Texarkana","Texarkana","AR",NA,NA,NA,NA,3255,4665,31229
"Alliant International University-Fresno","Fresno","CA",NA,NA,0,NA,NA,NA,63932
"Alliant International University-Los Angeles","Alhambra","CA",NA,NA,0,NA,NA,NA,63932
"Alliant International University-San Francisco","Emeryville","CA",NA,NA,0,NA,NA,NA,63932
"Alliant International University-Irvine","Irvine","CA",NA,NA,0,NA,NA,NA,63932
"Alliant International University-Sacramento","Sacramento","CA",NA,NA,0,NA,NA,NA,63932
"San Jose Campus","San Jose","CA",NA,NA,NA,NA,NA,NA,NA
"Golden Gate University-Seattle","Seattle","WA",NA,NA,NA,NA,NA,NA,86864
"Golden Gate University-Silicon Valley","Santa Clara","CA",NA,NA,NA,NA,NA,NA,86864
"Humphreys College-Modesto","Salida","CA",NA,NA,NA,NA,14760,14760,37815
"TONI&GUY Hairdressing Academy - Costa Mesa","Costa Mesa","CA",NA,NA,NA,NA,NA,NA,20363
"IDEA at ATEP","Tustin","CA",NA,NA,NA,NA,1150,9814,48288
"Life Pacific University-Virginia","Christiansburg","VA",NA,NA,0.94482758620689,NA,13905,13905,40331
"MiraCosta College - San Elijo Campus","Cardiff","CA",NA,NA,NA,NA,1152,8448,38606
"Mount Saint Mary's University - Doheny Campus","Los Angeles","CA",NA,NA,0.75758835758835,NA,46740,46740,72991
"San Diego State University-Imperial Valley Campus","Calexico","CA",NA,NA,0.39263430420711,NA,6593,18473,61522
"San Joaquin General Hospital School of Radiation Technology","French Camp","CA",NA,NA,NA,NA,1288,9072,37030
"Jesuit School of Theology of Santa Clara University","Berkeley","CA",NA,NA,0.52114114114114,NA,NA,NA,99012
"Thomas Aquinas College - New England","Northfield","MA",NA,NA,0.8473282442748,NA,27000,27000,47874
"Victor Valley Community College - Aviation Technology","Victorville","CA",NA,NA,NA,NA,1425,10125,33339
"Wright Institute (The) -","Berkeley","CA",NA,NA,NA,NA,NA,NA,NA
"Colorado Technical University-Denver South","Aurora","CO",NA,NA,NA,NA,12658,12658,36791
"Denver Seminary - Washington DC","Landover","MD",NA,NA,NA,NA,NA,NA,NA
"Otero College - La Junta High School","La Junta","CO",NA,NA,NA,NA,4226,6730,36661
"Goodwin University - Bridgeport Campus","Bridgeport","CT",NA,NA,NA,NA,NA,NA,36227
"Three Rivers Community College - York Correctional Institution","Niantic","CT",NA,NA,NA,NA,NA,NA,36751
"Porter and Chester Institute of Enfield","Enfield","CT",NA,NA,NA,NA,18160,18160,42787
"Porter and Chester Institute of Waterbury","Waterbury","CT",NA,NA,NA,NA,15856,15856,42787
"Porter and Chester Institute of Worcester","Worcester","MA",NA,NA,NA,NA,15856,15856,42787
"Porter and Chester Institute - New London","New London","CT",NA,NA,NA,NA,15856,15856,42787
"Porter and Chester Institute - Brockton","Brockton","MA",NA,NA,NA,NA,15856,15856,42787
"Porter and Chester Institute - Chicopee","Chicopee","MA",NA,NA,NA,NA,15856,15856,42787
"Delaware Technical Community College-Owens","Georgetown","DE",NA,NA,NA,NA,4945,11808,39097
"Delaware Technical Community College-Stanton/Wilmington","Wilmington","DE",NA,NA,NA,NA,4945,11808,39097
"Barry University Law School","Orlando","FL",NA,NA,0.59629489603024,NA,NA,NA,54203
"Keiser University-Melbourne","Melbourne","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-Tallahassee","Tallahassee","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-Daytona","Daytona Beach","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-Lakeland","Lakeland","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University- Miami","Miami","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-Orlando","Orlando","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-Sarasota","Sarasota","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-Jacksonville","Jacksonville","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-Tampa","Tampa","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-Pembroke Pines","Pembroke Pines","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-Port St Lucie","Port St Lucie","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-West Palm Beach","West Palm Beach","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University-Ft Myers","Ft Myers","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University -  Clearwater","Clearwater","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University - New Port Richey","New Port Richey","FL",NA,NA,0.96525921966862,NA,23248,23248,37335
"Keiser University - Residential (Flagship)","West Palm Beach","FL",NA,NA,0.96525921966862,NA,36020,36020,37335
"Maynard A. Traviss Technical College - Central Florida Aerospace Academy","Lakeland","FL",NA,NA,NA,NA,3251,11118,31252
"Miami Lakes Educational Center and Technical College -","Miami Lakes","FL",NA,NA,NA,NA,NA,NA,31428
"Rasmussen University-Central Pasco","Odessa","FL",NA,NA,NA,NA,11291,11291,37168
"Rasmussen University-Fort Myers","Fort Myers","FL",NA,NA,NA,NA,11291,11291,37168
"Rasmussen University-Tampa/Brandon","Brandon","FL",NA,NA,NA,NA,11291,11291,37168
"Rasmussen University - Orlando","Altamonte Springs","FL",NA,NA,NA,NA,11291,11291,37168
"East Georgia State College - Statesboro","Statesboro","GA",NA,NA,NA,NA,4114,10466,35773
"East Georgia State College - Augusta","Augusta","GA",NA,NA,NA,NA,3810,10162,35773
"Moody Theological Seminary and Graduate School--Michigan","Plymouth","MI",NA,NA,0.94135802469135,NA,NA,NA,47183
"Moody Bible Institute - Spokane","Spokane","WA",NA,NA,0.94135802469135,NA,16200,16200,47183
"Triton College - Intl Union of Operating Engr Local 399 Trning Fac.","Chicago","IL",NA,NA,NA,NA,2000,2000,40896
"PJ's College of Cosmetology- Brownsburg","Brownsburg","IN",NA,NA,NA,NA,NA,NA,23354
"PJ's College of Cosmetology- Jeffersonville","Jeffersonville","IN",NA,NA,NA,NA,NA,NA,23354
"Ivy Tech Community College-South Bend/Elkhart","South Bend","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Columbus","Columbus","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Muncie","Muncie","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Kokomo","Kokomo","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Lafayette","Lafayette","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Fort Wayne","Fort Wayne","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Sellersburg","Sellersburg","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Evansville","Evansville","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Terre Haute","Terre Haute","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Richmond","Richmond","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Lake County","East Chicago","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Madison","Madison","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Bloomington","Bloomington","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Indianapolis","Indianapolis","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Marion","Marion","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Valparaiso","Valparaiso","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Lawrenceburg","Lawrenceburg","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Hamilton County","Noblesville","IN",NA,NA,NA,NA,4637,8927,35122
"Ivy Tech Community College-Anderson","Anderson","IN",NA,NA,NA,NA,4637,8927,35122
"University of Notre Dame -","Chicago","IL",NA,NA,0.12905051114715,NA,NA,NA,93220
"Graceland University - Independence","Independence","MO",NA,NA,0.74490303331675,NA,13860,13860,45600
"Graceland University - Trenton","Trenton","MO",NA,NA,0.74490303331675,NA,16485,16485,45600
"Baker University School of Nursing","Topeka","KS",NA,NA,0.91752577319587,NA,NA,NA,60914
"Coffeyville Technical Campus","Coffeyville","KS",NA,NA,NA,NA,3040,4608,35128
"Columbus Technical Campus","Columbus","KS",NA,NA,NA,NA,3040,4608,35128
"Old Town Barber College - KC","Kansas City","MO",NA,NA,NA,NA,NA,NA,19950
"PJ's College of Cosmetology- Greenfield","Greenfield","IN",NA,NA,NA,NA,NA,NA,18925
"PJ's College of Cosmetology- Muncie","Muncie","IN",NA,NA,NA,NA,NA,NA,18925
"PJ's College of Cosmetology- Indianapolis","Indianapolis","IN",NA,NA,NA,NA,NA,NA,18925
"PJ's College of Cosmetology- Plainfield","Plainfield","IN",NA,NA,NA,NA,NA,NA,18925
"PJ's College of Cosmetology- Louisville","Louisville","KY",NA,NA,NA,NA,NA,NA,18925
"Southeastern Louisiana University - EBR Parish School System Prof Dev","Baton Rouge","LA",NA,NA,0.98976877429916,NA,NA,NA,43810
"Southeastern Louisiana University - St Amant High School","St Amant","LA",NA,NA,0.98976877429916,NA,NA,NA,43810
"Southeastern Louisiana University - Destrahan High School","Destrehan","LA",NA,NA,0.98976877429916,NA,NA,NA,43810
"Southeastern Louisiana University - Albert Cammon Middle School","St. Rose","LA",NA,NA,0.98976877429916,NA,NA,NA,43810
"Beal University","Wilton","ME",NA,NA,NA,NA,NA,NA,22673
"University of Maine - Machias","Machias","ME",NA,NA,0.93961786831768,NA,8910,16650,48550
"Empire Beauty School-Bangor","Bangor","ME",NA,NA,NA,NA,NA,NA,23237
"Hillsdale Beauty College","Hillsdale","MI",NA,NA,NA,NA,NA,NA,20834
"Baker College of Cadillac","Cadillac","MI",NA,NA,0.36647454370797,NA,12710,12710,33440
"Baker College of Jackson","Jackson","MI",NA,NA,0.36647454370797,NA,12710,12710,33440
"Baker College of Muskegon","Muskegon","MI",NA,NA,0.36647454370797,NA,12710,12710,33440
"Calvin University - Handlon Campus","Ionia","MI",NA,NA,0.74209365040451,NA,NA,NA,54153
"Davenport University-Warren Location","Warren","MI",NA,NA,0.98905001479727,NA,22242,22242,42432
"Davenport University-Kalamazoo Location","Kalamazoo","MI",NA,NA,0.98905001479727,NA,NA,NA,42432
"Davenport University-Lansing Location","Lansing","MI",NA,NA,0.98905001479727,NA,22242,22242,42432
"Davenport University-Midland Location","Midland","MI",NA,NA,0.98905001479727,NA,21018,21018,42432
"Davenport University-Traverse City Location","Traverse City","MI",NA,NA,0.98905001479727,NA,NA,NA,42432
"Davenport University - Wayne CCCD","Belleville","MI",NA,NA,0.98905001479727,NA,NA,NA,42432
"Davenport University - Detroit","Detroit","MI",NA,NA,0.98905001479727,NA,22242,22242,42432
"Anoka-Ramsey Community College-Cambridge Campus","Cambridge","MN",NA,NA,NA,NA,5655,5655,46980
"Central Lakes College-Staples Campus","Staples","MN",NA,NA,NA,NA,6140,6140,42362
"M State - Detroit Lakes Campus","Detroit Lakes","MN",NA,NA,NA,NA,5825,5825,42689
"M State - Moorhead Campus","Moorhead","MN",NA,NA,NA,NA,6116,6116,42689
"M State - Wadena Campus","Wadena","MN",NA,NA,NA,NA,5855,5855,42689
"Minnesota North College - Itasca","Grand Rapids","MN",NA,NA,NA,NA,5970,7268,41990
"Minnesota North College - Mesabi Range Virginia","Virginia","MN",NA,NA,NA,NA,5970,7268,41990
"Minnesota North College - Mesabi Range Eveleth","Eveleth","MN",NA,NA,NA,NA,5970,7268,41990
"Minnesota North College - Rainy River","International Falls","MN",NA,NA,NA,NA,5970,7268,41990
"Minnesota North College - Vermilion","Ely","MN",NA,NA,NA,NA,5970,7268,41990
"South Central College-Faribault","Faribault","MN",NA,NA,NA,NA,6146,6146,41257
"Mayo Clinic College of Medicine and Science - Florida","Jacksonville","FL",NA,NA,0.63636363636363,NA,3197,3197,72736
"Mayo Clinic College of Medicine and Science - Arizona","Scottsdale","AZ",NA,NA,0.63636363636363,NA,3197,3197,72736
"Northland Community and Technical College - East Grand Forks","East Grand Forks","MN",NA,NA,NA,NA,6243,6243,43159
"Rasmussen University-Bloomington","Bloomington","MN",NA,NA,NA,NA,11205,11205,37168
"Rasmussen University-Eagan","Eagan","MN",NA,NA,NA,NA,11205,11205,37168
"Rasmussen University-Mankato","Mankato","MN",NA,NA,NA,NA,11205,11205,37168
"Rasmussen University-Lake Elmo/Woodbury","Lake Elmo","MN",NA,NA,NA,NA,11205,11205,37168
"Rasmussen University-Blaine","Blaine","MN",NA,NA,NA,NA,11205,11205,37168
"Minnesota State CollegeSoutheast-Red Wing Campus","Red Wing","MN",NA,NA,NA,NA,7490,7490,41316
"Copiah-Lincoln Community College Simpson County Center","Mendenhall","MS",NA,NA,NA,NA,3600,5600,30118
"Copiah-Lincoln Community College-Natchez Campus","Natchez","MS",NA,NA,NA,NA,3600,5600,30118
"University of Mississippi Medical Center","Jackson","MS",NA,NA,0.97382457083949,NA,NA,NA,50510
"Pearl River Community College-Forrest County Campus","Hattiesburg","MS",NA,NA,NA,NA,3410,5410,31615
"Columbia College - Redstone Arsenal","Redstone Arsenal","AL",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Denver","Centennial","CO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - NAS Jacksonville","Jacksonville","FL",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Orlando","Orlando","FL",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Crystal Lake Campus","Crystal Lake","IL",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Kansas City","Kansas City","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Fort Leonard Wood","Fort Leonard Wood","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Jefferson City","Jefferson City","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Lake Ozark","Osage Beach","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Saint Louis","Saint Louis","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Fort Worth","Fort Worth","TX",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Salt Lake","Murray","UT",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Lake County","Gurnee","IL",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Naval Station Everett/Marysville","Marysville","WA",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Freeport","Freeport","IL",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Springfield","Springfield","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Rolla","Rolla","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Los Alamitos","Los Alamitos","CA",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Lemoore","NAS Lemoore","CA",NA,NA,NA,NA,8496,8496,44642
"Columbia College - San Luis Obispo","San Luis Obispo","CA",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Fort Stewart","Ft. Stewart","GA",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Hunter Army Airfield","Hunter Army Airfield","GA",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Elgin","Elgin","IL",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Whidbey Island","Oak Harbor","WA",NA,NA,NA,NA,8496,8496,44642
"Columbia College -  Jacksonville","Jacksonville","FL",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Fort Sill","Fort Sill","OK",NA,NA,NA,NA,8496,8496,44642
"Columbia College - San Diego","San Diego","CA",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Mesquite","Mesquite","TX",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Waynesville","Waynesville","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Naval Base San Diego","San Diego","CA",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Imperial","Imperial","CA",NA,NA,NA,NA,8496,8496,44642
"Columbia College - NSB Kings Bay","Kings Bay","GA",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Minot AFB","Minot AFB","ND",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Springfield TMobile","Springfield","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Eastfield Pleasant Grove","Dallas","TX",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Fort Leonard Wood 58th Trans BN","Fort Leonard Wood","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - USCG Base Honolulu","Honolulu","HI",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Tavares PD","Tavares","FL",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Ellsworth AFB","Ellsworth AFB","SD",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Denver","Aurora","CO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Whiteman AFB","Whiteman AFB","MO",NA,NA,NA,NA,8496,8496,44642
"Columbia College - Grissom ARB","Grissom ARB","IN",NA,NA,NA,NA,8496,8496,44642
"Evangel University - Assemblies of God Theological Seminary","Springfield","MO",NA,NA,0.69088507265521,NA,NA,NA,45450
"City College Montana State University Billings","Billings","MT",NA,NA,NA,NA,4053,9239,41907
"New Hampshire Institute for Therapeutic Arts","Harrison","ME",NA,NA,NA,NA,NA,NA,NA
"American Institute","Clifton","NJ",NA,NA,NA,NA,NA,NA,29474
"Monmouth University -  Monmouth Park Corporate Center","West Long Branch","NJ",NA,NA,0.9091596321028,NA,NA,NA,65306
"Bard College - Holyoke Microcollege","Holyoke","MA",NA,NA,0.47737421851741,NA,15000,15000,42825
"Bard College - Coxsackie Correctional Facility","Coxsackie","NY",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bard College - Eastern NY Correctional Facility","Napanoch","NY",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bard College - Fishkill Correctional Facility","Beacon","NY",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bard College - Green Haven Correctional Facility","Stormville","NY",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bard College - Taconic Correctional Facility","Bedford Hill","NY",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bard College - Woodbourne Correctional Facility","Woodbourne","NY",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bard College - BHSEC Newark","Newark","NJ",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bard College - Brooklyn Public Library","Brooklyn","NY",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bard College - New York Public Library Countee Cullen Branch","New York","NY",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bard College - Bard Globalization and International Affairs Program","New York","NY",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bard College - Albion Correctional Facility","Albion","NY",NA,NA,0.47737421851741,NA,NA,NA,42825
"Bryant & Stratton College-Syracuse","Syracuse","NY",NA,NA,NA,NA,18432,18432,30181
"Bryant & Stratton College-Amherst","Getzville","NY",NA,NA,NA,NA,16844,16844,30181
"Bryant & Stratton College-Southtowns","Orchard Park","NY",NA,NA,NA,NA,18399,18399,30181
"Bryant & Stratton College-Henrietta","Rochester","NY",NA,NA,NA,NA,18034,18034,30181
"Clarkson University Capital Region Campus","Schenectady","NY",NA,NA,0.78419775553533,NA,NA,NA,86334
"Culinary Institute of America at Greystone","St. Helena","CA",NA,NA,0.948595654478,NA,36620,36620,45656
